### DATA:
#
# 2243
#      Q             I(Q)           Error     
1.16643819E-02  7.77413189E-01  2.78537199E-02
1.19839541E-02  7.88486004E-01  2.76025329E-02
1.23035262E-02  6.57071829E-01  2.51975544E-02
1.26230983E-02  6.50153399E-01  2.29720399E-02
1.29426704E-02  5.81798732E-01  2.24936381E-02
1.32622425E-02  5.71932018E-01  2.07325201E-02
1.35818146E-02  5.37360728E-01  2.00961512E-02
1.39013867E-02  5.04730105E-01  1.97364856E-02
1.42209588E-02  4.70464528E-01  1.76437981E-02
1.45405309E-02  4.13662583E-01  1.74337719E-02
1.48601030E-02  4.37951803E-01  1.60885602E-02
1.51796751E-02  3.90007168E-01  1.61524471E-02
1.54992472E-02  3.57261747E-01  1.48217147E-02
1.58188193E-02  3.24292392E-01  1.35831144E-02
1.61383915E-02  3.34510326E-01  1.43551873E-02
1.64579636E-02  3.28409880E-01  1.32427644E-02
1.67775357E-02  3.04918706E-01  1.28166890E-02
1.70971078E-02  3.17848206E-01  1.30966883E-02
1.74166799E-02  2.77057856E-01  1.15440078E-02
1.77362520E-02  2.90293217E-01  1.21059921E-02
1.80558241E-02  2.58374780E-01  1.09673813E-02
1.83753962E-02  2.29920447E-01  1.08255977E-02
1.86949683E-02  2.40300432E-01  1.05274478E-02
1.90145404E-02  2.36005291E-01  1.02509670E-02
1.93341125E-02  2.18703210E-01  9.96146817E-03
1.96536846E-02  2.23893568E-01  9.60779283E-03
1.99732568E-02  2.07430005E-01  9.73434374E-03
2.02928289E-02  1.86900675E-01  8.24202504E-03
2.06124010E-02  2.02800736E-01  8.62260349E-03
2.09319731E-02  2.04984471E-01  8.45265575E-03
2.12515452E-02  1.82325989E-01  7.51696341E-03
2.15711173E-02  1.80765361E-01  7.59526296E-03
2.18906894E-02  1.78857893E-01  7.07562128E-03
2.22102615E-02  1.68902054E-01  7.23614311E-03
2.25298336E-02  1.78319305E-01  7.01900059E-03
2.28494057E-02  1.64231002E-01  6.75863167E-03
2.31689778E-02  1.64601505E-01  6.67651510E-03
2.34885499E-02  1.58082396E-01  6.35856204E-03
2.38081220E-02  1.61143631E-01  6.55624643E-03
2.41276942E-02  1.49310276E-01  6.23791292E-03
