sp,press,z,press_lat
Tjal_pink,1000,-3.99,1021.99
Tjal_pink,1000,-3.61,1020.8
Tjal_pink,1000,-3.23,1036.04
Tjal_pink,1000,-2.85,1060.56
Tjal_pink,1000,-2.47,1069.17
Tjal_pink,1000,-2.09,1080.14
Tjal_pink,1000,-1.71,1099.68
Tjal_pink,1000,-1.33,1120.69
Tjal_pink,1000,-0.95,1119.32
Tjal_pink,1000,-0.57,1115.51
Tjal_pink,1000,-0.19,1129.59
Tjal_pink,1000,0.19,1121.15
Tjal_pink,1000,0.57,1121.91
Tjal_pink,1000,0.95,1123.39
Tjal_pink,1000,1.33,1108.02
Tjal_pink,1000,1.71,1091.57
Tjal_pink,1000,2.09,1074.96
Tjal_pink,1000,2.47,1057.19
Tjal_pink,1000,2.85,1051.25
Tjal_pink,1000,3.23,1044.05
Tjal_pink,1000,3.61,1029.4
Tjal_pink,1000,3.99,1027.06
Tjal_pink,1000,4.37,1024.64
Tjal_pink,1000,4.75,1030.54
Tjal_pink,1000,5.13,1035.53
Tjal_pink,1000,5.51,1044.31
Tjal_pink,1000,5.89,1048.49
Tjal_pink,1000,6.27,1041.25
Tjal_pink,1000,6.65,1051.86
Tjal_pink,1000,7.03,1074.25
Tjal_pink,1000,7.41,1072.47
Tjal_pink,1000,7.79,1081.45
Tjal_pink,1000,8.17,1119.36
Tjal_pink,1000,8.55,1130.2
Tjal_pink,1000,8.93,1116.93
Tjal_pink,1000,9.31,1120.62
Tjal_pink,1000,9.69,1131.8
Tjal_pink,1000,10.07,1116.36
Tjal_pink,1000,10.45,1093.78
Tjal_pink,1000,10.83,1096.27
Tjal_pink,1000,11.21,1082.9
Tjal_pink,1000,11.59,1063.85
Tjal_pink,1000,11.97,1075.57
Tjal_pink,1000,12.35,1076.15
Tjal_pink,1000,12.73,1084.59
Tjal_pink,1000,13.11,1085.51
Tjal_pink,1000,13.49,1057.02
Tjal_pink,1000,13.87,1050.63
Tjal_pink,1000,14.25,1031.28
Tjal_pink,1000,14.63,999.718
Tjal_pink,1000,15.01,976.614
Tjal_pink,1000,15.39,948.808
Tjal_pink,1000,15.77,922.747
Tjal_pink,1000,16.15,877.574
Tjal_pink,1000,16.53,795.567
Tjal_pink,1000,16.91,738.586
Tjal_pink,1000,17.29,759.48
Tjal_pink,1000,17.67,775.06
Tjal_pink,1000,18.05,777.233
Tjal_pink,1000,18.43,798.244
Tjal_pink,1000,18.81,804.854
Tjal_pink,1000,19.19,836.917
Tjal_pink,1000,19.57,874.599
Tjal_pink,1000,19.95,935.008
Tjal_pink,1000,20.33,964.954
Tjal_pink,1000,20.71,951.834
Tjal_pink,1000,21.09,1001.46
Tjal_pink,1000,21.47,1037.51
Tjal_pink,1000,21.85,996.161
Tjal_pink,1000,22.23,990.431
Tjal_pink,1000,22.61,1007.02
Tjal_pink,1000,22.99,1007.79
Tjal_pink,1000,23.37,1001.71
Tjal_pink,1000,23.75,983.271
Tjal_pink,1000,24.13,995.163
Tjal_pink,1000,24.51,991.232
Tjal_pink,1000,24.89,964.223
Tjal_pink,1000,25.27,989.542
Tjal_pink,1000,25.65,992.496
Tjal_pink,1000,26.03,968.403
Tjal_pink,1000,26.41,1014.87
Tjal_pink,1000,26.79,1038.49
Tjal_pink,1000,27.17,1008.34
Tjal_pink,1000,27.55,1009.83
Tjal_pink,1000,27.93,1027.78
Tjal_pink,1000,28.31,1020.04
Tjal_pink,1000,28.69,1032.3
Tjal_pink,1000,29.07,1049.18
Tjal_pink,1000,29.45,1042.24
Tjal_pink,1000,29.83,1032.7
Tjal_pink,1000,30.21,1018.43
Tjal_pink,1000,30.59,1020.82
Tjal_pink,1000,30.97,1040.52
Tjal_pink,1000,31.35,1026.7
Tjal_pink,1000,31.73,1006.91
Tjal_pink,1000,32.11,1026.72
Tjal_pink,1000,32.49,1011.91
Tjal_pink,1000,32.87,1003.08
Tjal_pink,1000,33.25,1024.08
Tjal_pink,1000,33.63,1013.2
Tjal_pink,1000,34.01,998.187
Tjal_pink,1000,34.39,1010.27
Tjal_pink,1000,34.77,1052.99
Tjal_pink,1000,35.15,422.943
Tjal_pink,1000,35.53,0
Tjal_pink,1000,35.91,0
Tjal_pink,1000,36.29,0
Tjal_pink,1000,36.67,0
Tjal_pink,1000,37.05,0
Tjal_pink,1000,37.43,0
Tjal_pink,1000,37.81,0
Tjal_pink,1500,-37.81,0
Tjal_pink,1500,-37.43,0
Tjal_pink,1500,-37.05,0
Tjal_pink,1500,-36.67,0
Tjal_pink,1500,-36.29,0
Tjal_pink,1500,-35.91,0
Tjal_pink,1500,-35.53,0
Tjal_pink,1500,-35.15,868.88
Tjal_pink,1500,-34.77,1578.25
Tjal_pink,1500,-34.39,1539.61
Tjal_pink,1500,-34.01,1509.3
Tjal_pink,1500,-33.63,1509.37
Tjal_pink,1500,-33.25,1496.88
Tjal_pink,1500,-32.87,1509.5
Tjal_pink,1500,-32.49,1511.82
Tjal_pink,1500,-32.11,1515.58
Tjal_pink,1500,-31.73,1520.88
Tjal_pink,1500,-31.35,1508.76
Tjal_pink,1500,-30.97,1522.73
Tjal_pink,1500,-30.59,1535.07
Tjal_pink,1500,-30.21,1532.57
Tjal_pink,1500,-29.83,1523.96
Tjal_pink,1500,-29.45,1538.89
Tjal_pink,1500,-29.07,1540.27
Tjal_pink,1500,-28.69,1519.18
Tjal_pink,1500,-28.31,1533.05
Tjal_pink,1500,-27.93,1528.82
Tjal_pink,1500,-27.55,1523.71
Tjal_pink,1500,-27.17,1520.15
Tjal_pink,1500,-26.79,1507.88
Tjal_pink,1500,-26.41,1495.52
Tjal_pink,1500,-26.03,1485.88
Tjal_pink,1500,-25.65,1476.89
Tjal_pink,1500,-25.27,1463.14
Tjal_pink,1500,-24.89,1451.6
Tjal_pink,1500,-24.51,1473.57
Tjal_pink,1500,-24.13,1488.24
Tjal_pink,1500,-23.75,1486.12
Tjal_pink,1500,-23.37,1509.13
Tjal_pink,1500,-22.99,1537.88
Tjal_pink,1500,-22.61,1554.38
Tjal_pink,1500,-22.23,1515.8
Tjal_pink,1500,-21.85,1528.45
Tjal_pink,1500,-21.47,1545
Tjal_pink,1500,-21.09,1488.62
Tjal_pink,1500,-20.71,1433.34
Tjal_pink,1500,-20.33,1460.86
Tjal_pink,1500,-19.95,1447.08
Tjal_pink,1500,-19.57,1366.31
Tjal_pink,1500,-19.19,1335.87
Tjal_pink,1500,-18.81,1300.71
Tjal_pink,1500,-18.43,1270.63
Tjal_pink,1500,-18.05,1252.47
Tjal_pink,1500,-17.67,1267.25
Tjal_pink,1500,-17.29,1280.99
Tjal_pink,1500,-16.91,1305.67
Tjal_pink,1500,-16.53,1323.86
Tjal_pink,1500,-16.15,1341.17
Tjal_pink,1500,-15.77,1394.22
Tjal_pink,1500,-15.39,1424.4
Tjal_pink,1500,-15.01,1448.47
Tjal_pink,1500,-14.63,1476.85
Tjal_pink,1500,-14.25,1474.45
Tjal_pink,1500,-13.87,1481.51
Tjal_pink,1500,-13.49,1502.12
Tjal_pink,1500,-13.11,1502.1
Tjal_pink,1500,-12.73,1509.52
Tjal_pink,1500,-12.35,1533.92
Tjal_pink,1500,-11.97,1544.58
Tjal_pink,1500,-11.59,1564.49
Tjal_pink,1500,-11.21,1594.07
Tjal_pink,1500,-10.83,1604.56
Tjal_pink,1500,-10.45,1612.69
Tjal_pink,1500,-10.07,1634.85
Tjal_pink,1500,-9.69,1647.42
Tjal_pink,1500,-9.31,1650.65
Tjal_pink,1500,-8.93,1644.36
Tjal_pink,1500,-8.55,1634.37
Tjal_pink,1500,-8.17,1615.45
Tjal_pink,1500,-7.79,1588.36
Tjal_pink,1500,-7.41,1586.53
Tjal_pink,1500,-7.03,1594.99
Tjal_pink,1500,-6.65,1581.69
Tjal_pink,1500,-6.27,1551.14
Tjal_pink,1500,-5.89,1531.89
Tjal_pink,1500,-5.51,1526.99
Tjal_pink,1500,-5.13,1533.92
Tjal_pink,1500,-4.75,1520.94
Tjal_pink,1500,-4.37,1508.72
Tjal_pink,1500,-3.99,1530.14
Tjal_pink,1500,-3.61,1528.29
Tjal_pink,1500,-3.23,1523.22
Tjal_pink,1500,-2.85,1541.08
Tjal_pink,1500,-2.47,1552.8
Tjal_pink,1500,-2.09,1564.19
Tjal_pink,1500,-1.71,1590.2
Tjal_pink,1500,-1.33,1607.39
Tjal_pink,1500,-0.95,1616.96
Tjal_pink,1500,-0.57,1634.27
Tjal_pink,1500,-0.19,1644.92
Tjal_pink,1500,0.19,1637.05
Tjal_pink,1500,0.57,1633.19
Tjal_pink,1500,0.95,1623.41
Tjal_pink,1500,1.33,1602.38
Tjal_pink,1500,1.71,1586.74
Tjal_pink,1500,2.09,1561.46
Tjal_pink,1500,2.47,1538.19
Tjal_pink,1500,2.85,1528.89
Tjal_pink,1500,3.23,1513.44
Tjal_pink,1500,3.61,1525.21
Tjal_pink,1500,3.99,1537.47
Tjal_pink,1500,4.37,1523.16
Tjal_pink,1500,4.75,1527.87
Tjal_pink,1500,5.13,1524.93
Tjal_pink,1500,5.51,1525.06
Tjal_pink,1500,5.89,1536.01
Tjal_pink,1500,6.27,1544.35
Tjal_pink,1500,6.65,1569.27
Tjal_pink,1500,7.03,1580.98
Tjal_pink,1500,7.41,1582.58
Tjal_pink,1500,7.79,1604.77
Tjal_pink,1500,8.17,1636.33
Tjal_pink,1500,8.55,1642.4
Tjal_pink,1500,8.93,1633.18
Tjal_pink,1500,9.31,1624.21
Tjal_pink,1500,9.69,1623.09
Tjal_pink,1500,10.07,1627.26
Tjal_pink,1500,10.45,1610.44
Tjal_pink,1500,10.83,1601.45
Tjal_pink,1500,11.21,1604.38
Tjal_pink,1500,11.59,1604.27
Tjal_pink,1500,11.97,1584.08
Tjal_pink,1500,12.35,1560.41
Tjal_pink,1500,12.73,1549.43
Tjal_pink,1500,13.11,1536.24
Tjal_pink,1500,13.49,1527.99
Tjal_pink,1500,13.87,1510.02
Tjal_pink,1500,14.25,1507.83
Tjal_pink,1500,14.63,1502.82
Tjal_pink,1500,15.01,1467.18
Tjal_pink,1500,15.39,1424.72
Tjal_pink,1500,15.77,1385.73
Tjal_pink,1500,16.15,1361.68
Tjal_pink,1500,16.53,1321.63
Tjal_pink,1500,16.91,1263.87
Tjal_pink,1500,17.29,1254.45
Tjal_pink,1500,17.67,1253.88
Tjal_pink,1500,18.05,1215.18
Tjal_pink,1500,18.43,1213.63
Tjal_pink,1500,18.81,1248.86
Tjal_pink,1500,19.19,1281.41
Tjal_pink,1500,19.57,1337.89
Tjal_pink,1500,19.95,1418.64
Tjal_pink,1500,20.33,1506.24
Tjal_pink,1500,20.71,1554.12
Tjal_pink,1500,21.09,1592.9
Tjal_pink,1500,21.47,1597.89
Tjal_pink,1500,21.85,1569.71
Tjal_pink,1500,22.23,1569.56
Tjal_pink,1500,22.61,1548.81
Tjal_pink,1500,22.99,1495.09
Tjal_pink,1500,23.37,1450.81
Tjal_pink,1500,23.75,1471.2
Tjal_pink,1500,24.13,1482.99
Tjal_pink,1500,24.51,1470.8
Tjal_pink,1500,24.89,1470.18
Tjal_pink,1500,25.27,1468.04
Tjal_pink,1500,25.65,1493.17
Tjal_pink,1500,26.03,1496.14
Tjal_pink,1500,26.41,1499.17
Tjal_pink,1500,26.79,1510.79
Tjal_pink,1500,27.17,1527.55
Tjal_pink,1500,27.55,1541.78
Tjal_pink,1500,27.93,1508.81
Tjal_pink,1500,28.31,1522.27
Tjal_pink,1500,28.69,1542.71
Tjal_pink,1500,29.07,1538.48
Tjal_pink,1500,29.45,1528.26
Tjal_pink,1500,29.83,1526.01
Tjal_pink,1500,30.21,1543.55
Tjal_pink,1500,30.59,1544.05
Tjal_pink,1500,30.97,1526.96
Tjal_pink,1500,31.35,1511.81
Tjal_pink,1500,31.73,1507.91
Tjal_pink,1500,32.11,1516.42
Tjal_pink,1500,32.49,1513.39
Tjal_pink,1500,32.87,1526
Tjal_pink,1500,33.25,1513.7
Tjal_pink,1500,33.63,1491.41
Tjal_pink,1500,34.01,1493.2
Tjal_pink,1500,34.39,1527.46
Tjal_pink,1500,34.77,1449.67
Tjal_pink,1500,35.15,641.683
Tjal_pink,1500,35.53,0
Tjal_pink,1500,35.91,0
Tjal_pink,1500,36.29,0
Tjal_pink,1500,36.67,0
Tjal_pink,1500,37.05,0
Tjal_pink,1500,37.43,0
Tjal_pink,1500,37.81,0
Boli_vitr,1,-37.81,13.699
Boli_vitr,1,-37.43,6.617
Boli_vitr,1,-37.05,8.273
Boli_vitr,1,-36.67,16.05
Boli_vitr,1,-36.29,8.371
Boli_vitr,1,-35.91,14.002
Boli_vitr,1,-35.53,13.075
Boli_vitr,1,-35.15,12.4
Boli_vitr,1,-34.77,14.219
Boli_vitr,1,-34.39,12.989
Boli_vitr,1,-34.01,11.212
Boli_vitr,1,-33.63,12.079
Boli_vitr,1,-33.25,15.574
Boli_vitr,1,-32.87,16.87
Boli_vitr,1,-32.49,19.507
Boli_vitr,1,-32.11,22.915
Boli_vitr,1,-31.73,24.065
Boli_vitr,1,-31.35,30.092
Boli_vitr,1,-30.97,19.023
Boli_vitr,1,-30.59,21.814
Boli_vitr,1,-30.21,21.354
Boli_vitr,1,-29.83,32.616
Boli_vitr,1,-29.45,13.961
Boli_vitr,1,-29.07,44.7
Boli_vitr,1,-28.69,31.085
Boli_vitr,1,-28.31,39.829
Boli_vitr,1,-27.93,11.065
Boli_vitr,1,-27.55,38.837
Boli_vitr,1,-27.17,-4.06
Boli_vitr,1,-26.79,24.641
Boli_vitr,1,-26.41,-22.258
Boli_vitr,1,-26.03,-3.424
Boli_vitr,1,-25.65,-21.453
Boli_vitr,1,-25.27,-33.762
Boli_vitr,1,-24.89,-49.177
Boli_vitr,1,-24.51,-44.731
Boli_vitr,1,-24.13,22.667
Boli_vitr,1,-23.75,2.323
Boli_vitr,1,-23.37,30.274
Boli_vitr,1,-22.99,-36.851
Boli_vitr,1,-22.61,-17.462
Boli_vitr,1,-22.23,-12.917
Boli_vitr,1,-21.85,46.322
Boli_vitr,1,-21.47,20.328
Boli_vitr,1,-21.09,5.37
Boli_vitr,1,-20.71,-67.499
Boli_vitr,1,-20.33,-117.893
Boli_vitr,1,-19.95,-129.914
Boli_vitr,1,-19.57,-107.401
Boli_vitr,1,-19.19,-161.129
Boli_vitr,1,-18.81,-188.839
Boli_vitr,1,-18.43,-183.835
Boli_vitr,1,-18.05,-171.04
Boli_vitr,1,-17.67,-108.254
Boli_vitr,1,-17.29,-80.232
Boli_vitr,1,-16.91,-74.085
Boli_vitr,1,-16.53,-37.888
Boli_vitr,1,-16.15,-10.285
Boli_vitr,1,-15.77,1.873
Boli_vitr,1,-15.39,7.358
Boli_vitr,1,-15.01,12.657
Boli_vitr,1,-14.63,36.988
Boli_vitr,1,-14.25,37.167
Boli_vitr,1,-13.87,-4.465
Boli_vitr,1,-13.49,-26.167
Boli_vitr,1,-13.11,-23.321
Boli_vitr,1,-12.73,-26.784
Boli_vitr,1,-12.35,-57.471
Boli_vitr,1,-11.97,-30.253
Boli_vitr,1,-11.59,-49.837
Boli_vitr,1,-11.21,-35.643
Boli_vitr,1,-10.83,-17.626
Boli_vitr,1,-10.45,-11.107
Boli_vitr,1,-10.07,11.568
Boli_vitr,1,-9.69,38.252
Boli_vitr,1,-9.31,37.592
Boli_vitr,1,-8.93,38.058
Boli_vitr,1,-8.55,33.223
Boli_vitr,1,-8.17,20.29
Boli_vitr,1,-7.79,8.425
Boli_vitr,1,-7.41,14.407
Boli_vitr,1,-7.03,11.658
Boli_vitr,1,-6.65,-6.005
Boli_vitr,1,-6.27,-14.062
Boli_vitr,1,-5.89,-29.962
Boli_vitr,1,-5.51,-34.499
Boli_vitr,1,-5.13,-22.688
Boli_vitr,1,-4.75,-24.189
Boli_vitr,1,-4.37,-36.452
Boli_vitr,1,-3.99,-33.444
Boli_vitr,1,-3.61,-9.024
Boli_vitr,1,-3.23,13.727
Boli_vitr,1,-2.85,43.112
Boli_vitr,1,-2.47,76.334
Boli_vitr,1,-2.09,114.011
Boli_vitr,1,-1.71,141.063
Boli_vitr,1,-1.33,187.576
Boli_vitr,1,-0.95,221.505
Boli_vitr,1,-0.57,232.858
Boli_vitr,1,-0.19,261.834
Boli_vitr,1,0.19,261.357
Boli_vitr,1,0.57,251.677
Boli_vitr,1,0.95,224.516
Boli_vitr,1,1.33,191.552
Boli_vitr,1,1.71,155.49
Boli_vitr,1,2.09,130.62
Boli_vitr,1,2.47,95.775
Boli_vitr,1,2.85,51.364
Boli_vitr,1,3.23,13.394
Boli_vitr,1,3.61,-6.516
Boli_vitr,1,3.99,-27.148
Boli_vitr,1,4.37,-42.663
Boli_vitr,1,4.75,-29.707
Boli_vitr,1,5.13,-26.734
Boli_vitr,1,5.51,-32.837
Boli_vitr,1,5.89,-31.085
Boli_vitr,1,6.27,-10.258
Boli_vitr,1,6.65,3.209
Boli_vitr,1,7.03,-1.517
Boli_vitr,1,7.41,1.29
Boli_vitr,1,7.79,25.164
Boli_vitr,1,8.17,22.043
Boli_vitr,1,8.55,39.251
Boli_vitr,1,8.93,32.146
Boli_vitr,1,9.31,30.448
Boli_vitr,1,9.69,25.719
Boli_vitr,1,10.07,16.114
Boli_vitr,1,10.45,-10.559
Boli_vitr,1,10.83,-25.216
Boli_vitr,1,11.21,-27.277
Boli_vitr,1,11.59,-40.083
Boli_vitr,1,11.97,-30.778
Boli_vitr,1,12.35,-38.37
Boli_vitr,1,12.73,-27.119
Boli_vitr,1,13.11,-52.406
Boli_vitr,1,13.49,-33.25
Boli_vitr,1,13.87,-17.802
Boli_vitr,1,14.25,-25.669
Boli_vitr,1,14.63,-10.377
Boli_vitr,1,15.01,19.174
Boli_vitr,1,15.39,26.351
Boli_vitr,1,15.77,21.958
Boli_vitr,1,16.15,-6.74
Boli_vitr,1,16.53,-51.799
Boli_vitr,1,16.91,-78.856
Boli_vitr,1,17.29,-97.995
Boli_vitr,1,17.67,-151.392
Boli_vitr,1,18.05,-169.075
Boli_vitr,1,18.43,-161.751
Boli_vitr,1,18.81,-158.804
Boli_vitr,1,19.19,-137.626
Boli_vitr,1,19.57,-107.98
Boli_vitr,1,19.95,-106.236
Boli_vitr,1,20.33,-50.95
Boli_vitr,1,20.71,-37.257
Boli_vitr,1,21.09,-12.676
Boli_vitr,1,21.47,-58.4
Boli_vitr,1,21.85,16.053
Boli_vitr,1,22.23,-22.367
Boli_vitr,1,22.61,46.31
Boli_vitr,1,22.99,-3.604
Boli_vitr,1,23.37,9.626
Boli_vitr,1,23.75,-32.222
Boli_vitr,1,24.13,-4.24
Boli_vitr,1,24.51,-5.547
Boli_vitr,1,24.89,-35.791
Boli_vitr,1,25.27,-8.56
Boli_vitr,1,25.65,-30.753
Boli_vitr,1,26.03,4.976
Boli_vitr,1,26.41,-31.409
Boli_vitr,1,26.79,56.162
Boli_vitr,1,27.17,12.613
Boli_vitr,1,27.55,46.762
Boli_vitr,1,27.93,11.273
Boli_vitr,1,28.31,30.944
Boli_vitr,1,28.69,20.492
Boli_vitr,1,29.07,42.591
Boli_vitr,1,29.45,21.054
Boli_vitr,1,29.83,34.776
Boli_vitr,1,30.21,20.773
Boli_vitr,1,30.59,25.397
Boli_vitr,1,30.97,20.285
Boli_vitr,1,31.35,23.278
Boli_vitr,1,31.73,23.531
Boli_vitr,1,32.11,13.856
Boli_vitr,1,32.49,14.245
Boli_vitr,1,32.87,19.661
Boli_vitr,1,33.25,22.511
Boli_vitr,1,33.63,10.694
Boli_vitr,1,34.01,4.922
Boli_vitr,1,34.39,17.731
Boli_vitr,1,34.77,19.2
Boli_vitr,1,35.15,5.859
Boli_vitr,1,35.53,5.857
Boli_vitr,1,35.91,11.302
Boli_vitr,1,36.29,11.222
Boli_vitr,1,36.67,10.592
Boli_vitr,1,37.05,2.289
Boli_vitr,1,37.43,10.671
Boli_vitr,1,37.81,10.095
Boli_vitr,1000,-37.81,1008.19
Boli_vitr,1000,-37.43,1013.12
Boli_vitr,1000,-37.05,1015.64
Boli_vitr,1000,-36.67,1012.46
Boli_vitr,1000,-36.29,1010.46
Boli_vitr,1000,-35.91,1014.88
Boli_vitr,1000,-35.53,1017.69
Boli_vitr,1000,-35.15,1014.7
Boli_vitr,1000,-34.77,1012.84
Boli_vitr,1000,-34.39,1013.97
Boli_vitr,1000,-34.01,1009.4
Boli_vitr,1000,-33.63,1022.39
Boli_vitr,1000,-33.25,1016.54
Boli_vitr,1000,-32.87,1007.22
Boli_vitr,1000,-32.49,1016.49
Boli_vitr,1000,-32.11,1022.22
Boli_vitr,1000,-31.73,1019.81
Boli_vitr,1000,-31.35,1017.47
Boli_vitr,1000,-30.97,1024.51
Boli_vitr,1000,-30.59,1027.82
Boli_vitr,1000,-30.21,1022.11
Boli_vitr,1000,-29.83,1016.79
Boli_vitr,1000,-29.45,1021.7
Boli_vitr,1000,-29.07,1026.26
Boli_vitr,1000,-28.69,1022.31
Boli_vitr,1000,-28.31,1023.17
Boli_vitr,1000,-27.93,1010.8
Boli_vitr,1000,-27.55,1017.45
Boli_vitr,1000,-27.17,986.341
Boli_vitr,1000,-26.79,1040.93
Boli_vitr,1000,-26.41,880.833
Boli_vitr,1000,-26.03,1134.25
Boli_vitr,1000,-25.65,746.108
Boli_vitr,1000,-25.27,1303.61
Boli_vitr,1000,-24.89,715.491
Boli_vitr,1000,-24.51,1317.04
Boli_vitr,1000,-24.13,872.723
Boli_vitr,1000,-23.75,1013.01
Boli_vitr,1000,-23.37,1199.98
Boli_vitr,1000,-22.99,786.539
Boli_vitr,1000,-22.61,1355.94
Boli_vitr,1000,-22.23,728.154
Boli_vitr,1000,-21.85,966.565
Boli_vitr,1000,-21.47,822.774
Boli_vitr,1000,-21.09,1103.58
Boli_vitr,1000,-20.71,901.291
Boli_vitr,1000,-20.33,949.343
Boli_vitr,1000,-19.95,422.921
Boli_vitr,1000,-19.57,839.506
Boli_vitr,1000,-19.19,853.855
Boli_vitr,1000,-18.81,905.605
Boli_vitr,1000,-18.43,937.328
Boli_vitr,1000,-18.05,937.295
Boli_vitr,1000,-17.67,755.219
Boli_vitr,1000,-17.29,1042.05
Boli_vitr,1000,-16.91,1052.84
Boli_vitr,1000,-16.53,1068.03
Boli_vitr,1000,-16.15,1061.04
Boli_vitr,1000,-15.77,1033.69
Boli_vitr,1000,-15.39,1019.54
Boli_vitr,1000,-15.01,1011.49
Boli_vitr,1000,-14.63,1005.86
Boli_vitr,1000,-14.25,964.151
Boli_vitr,1000,-13.87,941.34
Boli_vitr,1000,-13.49,926.018
Boli_vitr,1000,-13.11,673.49
Boli_vitr,1000,-12.73,894.753
Boli_vitr,1000,-12.35,889.85
Boli_vitr,1000,-11.97,457.578
Boli_vitr,1000,-11.59,903.88
Boli_vitr,1000,-11.21,913.959
Boli_vitr,1000,-10.83,937.722
Boli_vitr,1000,-10.45,969.995
Boli_vitr,1000,-10.07,987.29
Boli_vitr,1000,-9.69,985.912
Boli_vitr,1000,-9.31,1009.72
Boli_vitr,1000,-8.93,1010.36
Boli_vitr,1000,-8.55,999.847
Boli_vitr,1000,-8.17,1002.69
Boli_vitr,1000,-7.79,989.045
Boli_vitr,1000,-7.41,965.69
Boli_vitr,1000,-7.03,968.524
Boli_vitr,1000,-6.65,965.018
Boli_vitr,1000,-6.27,939.665
Boli_vitr,1000,-5.89,713.632
Boli_vitr,1000,-5.51,948.706
Boli_vitr,1000,-5.13,930.358
Boli_vitr,1000,-4.75,932.813
Boli_vitr,1000,-4.37,703.025
Boli_vitr,1000,-3.99,463.484
Boli_vitr,1000,-3.61,956.632
Boli_vitr,1000,-3.23,991.409
Boli_vitr,1000,-2.85,1028.49
Boli_vitr,1000,-2.47,1059.3
Boli_vitr,1000,-2.09,1101.63
Boli_vitr,1000,-1.71,1148.84
Boli_vitr,1000,-1.33,1191.89
Boli_vitr,1000,-0.95,1226.71
Boli_vitr,1000,-0.57,1246.59
Boli_vitr,1000,-0.19,1267.12
Boli_vitr,1000,0.19,1252.82
Boli_vitr,1000,0.57,1221.8
Boli_vitr,1000,0.95,1205.84
Boli_vitr,1000,1.33,1175.1
Boli_vitr,1000,1.71,1127.1
Boli_vitr,1000,2.09,1090.66
Boli_vitr,1000,2.47,1046.66
Boli_vitr,1000,2.85,1001.95
Boli_vitr,1000,3.23,983.686
Boli_vitr,1000,3.61,968.031
Boli_vitr,1000,3.99,475.089
Boli_vitr,1000,4.37,697.339
Boli_vitr,1000,4.75,915.058
Boli_vitr,1000,5.13,908.567
Boli_vitr,1000,5.51,925.578
Boli_vitr,1000,5.89,720.977
Boli_vitr,1000,6.27,961.39
Boli_vitr,1000,6.65,971.861
Boli_vitr,1000,7.03,986.33
Boli_vitr,1000,7.41,1006.64
Boli_vitr,1000,7.79,1006.83
Boli_vitr,1000,8.17,1012.7
Boli_vitr,1000,8.55,1019.1
Boli_vitr,1000,8.93,1004.46
Boli_vitr,1000,9.31,991.017
Boli_vitr,1000,9.69,996.365
Boli_vitr,1000,10.07,970.146
Boli_vitr,1000,10.45,939.702
Boli_vitr,1000,10.83,927.152
Boli_vitr,1000,11.21,889.699
Boli_vitr,1000,11.59,883.532
Boli_vitr,1000,11.97,437.443
Boli_vitr,1000,12.35,893.423
Boli_vitr,1000,12.73,904.178
Boli_vitr,1000,13.11,686.001
Boli_vitr,1000,13.49,920.982
Boli_vitr,1000,13.87,941.753
Boli_vitr,1000,14.25,972.226
Boli_vitr,1000,14.63,1033.43
Boli_vitr,1000,15.01,1074.8
Boli_vitr,1000,15.39,1096.54
Boli_vitr,1000,15.77,1090.6
Boli_vitr,1000,16.15,1079.52
Boli_vitr,1000,16.53,1046.55
Boli_vitr,1000,16.91,997.958
Boli_vitr,1000,17.29,949.254
Boli_vitr,1000,17.67,705.019
Boli_vitr,1000,18.05,875.756
Boli_vitr,1000,18.43,849.917
Boli_vitr,1000,18.81,882.417
Boli_vitr,1000,19.19,877.784
Boli_vitr,1000,19.57,863.882
Boli_vitr,1000,19.95,493.459
Boli_vitr,1000,20.33,964.57
Boli_vitr,1000,20.71,982.939
Boli_vitr,1000,21.09,1052.37
Boli_vitr,1000,21.47,1093.55
Boli_vitr,1000,21.85,828.135
Boli_vitr,1000,22.23,1012.41
Boli_vitr,1000,22.61,1031.84
Boli_vitr,1000,22.99,1056.77
Boli_vitr,1000,23.37,990.537
Boli_vitr,1000,23.75,952.784
Boli_vitr,1000,24.13,993.166
Boli_vitr,1000,24.51,1043.68
Boli_vitr,1000,24.89,1003.87
Boli_vitr,1000,25.27,1010.14
Boli_vitr,1000,25.65,981.295
Boli_vitr,1000,26.03,972.644
Boli_vitr,1000,26.41,1019.15
Boli_vitr,1000,26.79,1036.92
Boli_vitr,1000,27.17,1035.93
Boli_vitr,1000,27.55,1015.76
Boli_vitr,1000,27.93,1008.9
Boli_vitr,1000,28.31,1016.08
Boli_vitr,1000,28.69,1023.58
Boli_vitr,1000,29.07,1028.41
Boli_vitr,1000,29.45,1021.13
Boli_vitr,1000,29.83,1023.65
Boli_vitr,1000,30.21,1034.85
Boli_vitr,1000,30.59,1023.22
Boli_vitr,1000,30.97,1015.61
Boli_vitr,1000,31.35,1016.02
Boli_vitr,1000,31.73,1025.31
Boli_vitr,1000,32.11,1019.09
Boli_vitr,1000,32.49,1017.38
Boli_vitr,1000,32.87,1028.41
Boli_vitr,1000,33.25,1012.27
Boli_vitr,1000,33.63,1007.93
Boli_vitr,1000,34.01,1015.7
Boli_vitr,1000,34.39,1011.37
Boli_vitr,1000,34.77,1019.1
Boli_vitr,1000,35.15,1008.08
Boli_vitr,1000,35.53,994.187
Boli_vitr,1000,35.91,1018.19
Boli_vitr,1000,36.29,1018.39
Boli_vitr,1000,36.67,1006.9
