Lag_time_ns,Correlation,Confidence_interval_low_bound,Confidence_interval_high_bound
0.75,0.6952939349049426,-0.10919694355984733,0.10919694355984733
0.76,0.6944062562852785,-0.10975684420795051,0.10975684420795051
0.77,0.6924249197559682,-0.11031248520336157,0.11031248520336157
0.78,0.6910850523825358,-0.11086219884429527,0.11086219884429527
0.79,0.6892038554526269,-0.11140709041462271,0.11140709041462271
0.8,0.6880987083707668,-0.11194638893046238,0.11194638893046238
0.81,0.6870102204022265,-0.11248138603585456,0.11248138603585456
0.8200000000000001,0.6852002949979259,-0.11301217124070606,0.11301217124070606
0.8300000000000001,0.683207513146987,-0.11353770160094401,0.11353770160094401
0.84,0.6808677761072098,-0.11405777924243277,0.11405777924243277
0.85,0.6783449395123109,-0.114571964218384,0.114571964218384
0.86,0.6760848163998042,-0.11508007384816232,0.11508007384816232
0.87,0.6734087666768948,-0.11558259183273112,0.11558259183273112
0.88,0.6719054982895004,-0.11607898988104737,0.11607898988104737
0.89,0.66993079449915,-0.11657107446967208,0.11657107446967208
0.9,0.6688011882226718,-0.11705822046321468,0.11705822046321468
0.91,0.6673202398917677,-0.11754171629248011,0.11754171629248011
0.92,0.6663706213504155,-0.11802110565936597,0.11802110565936597
0.93,0.6646649265402821,-0.11849720049916357,0.11849720049916357
0.9400000000000001,0.6631264398303383,-0.11896897050482502,0.11896897050482502
0.9500000000000001,0.6613800929394317,-0.11943670849243848,0.11943670849243848
0.96,0.6604607250162339,-0.11990017585373314,0.11990017585373314
0.97,0.6584594461272517,-0.12036057839122738,0.12036057839122738
0.98,0.6563876696124317,-0.12081645642253658,0.12081645642253658
0.99,0.6552501790689981,-0.12126777257968469,0.12126777257968469
1.0,0.653237064144694,-0.12171586110744825,0.12171586110744825
1.01,0.6515532612607368,-0.12215957204428995,0.12215957204428995
1.02,0.6496580361455174,-0.12259940500025535,0.12259940500025535
1.03,0.6479919137778587,-0.12303512426731722,0.12303512426731722
1.04,0.6457109492709251,-0.1234670856339003,0.1234670856339003
1.05,0.6440879419515587,-0.12389452110449217,0.12389452110449217
1.06,0.6424001745612642,-0.1243183519755161,0.1243183519755161
1.07,0.6401295238496723,-0.1247385357660461,0.1247385357660461
1.08,0.6378232930936003,-0.12515435862455626,0.12515435862455626
1.09,0.6360451343433656,-0.12556582845590003,0.12556582845590003
1.1,0.6339137842765673,-0.1259736744695238,0.1259736744695238
1.11,0.6322656167133751,-0.12637748871057664,0.12637748871057664
1.12,0.6307315588787431,-0.1267779296336018,0.1267779296336018
1.1300000000000001,0.6295872063007147,-0.1271751780204624,0.1271751780204624
1.1400000000000001,0.6285156471878452,-0.12756975594415898,0.12756975594415898
1.1500000000000001,0.6260307423994799,-0.12796178136642367,0.12796178136642367
1.16,0.6246094360564315,-0.12834952984245207,0.12834952984245207
1.17,0.622218047901827,-0.1287343597094011,0.12873435970940117
1.18,0.6204841262201037,-0.12911511461585723,0.12911511461585723
1.19,0.6191738258336751,-0.1294926401736678,0.1294926401736678
1.2,0.6173832818377276,-0.12986748241540724,0.12986748241540724
1.21,0.6157882811242681,-0.13023909032913028,0.13023909032913028
1.22,0.6137427249223868,-0.13060773150321986,0.13060773150321991
1.23,0.6116695738506995,-0.13097290031700104,0.13097290031700104
1.24,0.6104200622131641,-0.1313346012224883,0.1313346012224883
1.25,0.6090873247503857,-0.13169383853571792,0.13169383853571792
1.26,0.6078998746395265,-0.13205053800723587,0.13205053800723587
1.27,0.6062123191205931,-0.13240489268371036,0.13240489268371036
1.28,0.6042810427424967,-0.13275634469176134,0.13275634469176134
1.29,0.6019028370376299,-0.13310464180807907,0.13310464180807913
1.3,0.6002725810847449,-0.13344930445183345,0.13344930445183345
1.31,0.5992524946627323,-0.13379122188542214,0.13379122188542214
1.32,0.5970802918121109,-0.13413111106260311,0.13413111106260311
1.33,0.5961459991190553,-0.13446769078858434,0.13446769078858434
1.34,0.5945191957247984,-0.13480238155501423,0.13480238155501423
1.35,0.5921674724783318,-0.1351344259905642,0.13513442599056413
1.36,0.5919776992152017,-0.13546304441912116,0.13546304441912116
1.37,0.5909736609324802,-0.13579065775306742,0.13579065775306742
1.3800000000000001,0.5891031587893993,-0.1361163762026134,0.1361163762026134
1.3900000000000001,0.5873796982914912,-0.13643926581758925,0.13643926581758925
1.4000000000000001,0.5857012044532502,-0.13675951325285396,0.13675951325285396
1.41,0.5850495403959212,-0.13707719124227147,0.13707719124227147
1.42,0.5832807480074058,-0.13739343063654702,0.13739343063654696
1.43,0.5819250573045732,-0.13770704106808512,0.13770704106808507
1.44,0.5801073490920092,-0.13801848773577863,0.13801848773577863
1.45,0.5785004892135701,-0.13832729708557112,0.13832729708557112
1.46,0.5773606201134597,-0.1386337158612495,0.1386337158612495
1.47,0.5764401602013592,-0.13893825650179337,0.13893825650179337
1.48,0.5755713521374407,-0.139241163992388,0.13924116399238795
1.49,0.5742218907479477,-0.13954250453190964,0.13954250453190964
1.5,0.5721704957849562,-0.1398417889134842,0.1398417889134842
1.51,0.5712781412613255,-0.14013830640176117,0.14013830640176117
1.52,0.5700304865722572,-0.14043327656084814,0.14043327656084814
1.53,0.5689160369682817,-0.14072634548275886,0.14072634548275886
1.54,0.5679116690459225,-0.14101766408139504,0.14101766408139504
1.55,0.5674795207814887,-0.14130735759107105,0.14130735759107105
1.56,0.5658965769950134,-0.14159601905269892,0.14159601905269892
1.57,0.5649880129125562,-0.14188248997404573,0.14188248997404573
1.58,0.5638727559564064,-0.14216746728877333,0.14216746728877327
1.59,0.5635468605799667,-0.14245075391626583,0.14245075391626583
1.6,0.561916801051492,-0.142733151910358,0.14273315191035796
1.61,0.561683556792877,-0.14301336578753876,0.14301336578753876
1.62,0.5605004586355926,-0.14329279980226428,0.14329279980226428
1.6300000000000001,0.5595941007800541,-0.1435705174506453,0.1435705174506453
1.6400000000000001,0.5588094372907857,-0.14384680407991957,0.14384680407991957
1.6500000000000001,0.5572825493555259,-0.14412178900756023,0.14412178900756023
1.6600000000000001,0.5565634554928968,-0.1443947538530458,0.1443947538530458
1.67,0.5554546817751252,-0.14466650165476375,0.1446665016547638
1.68,0.5547906124367631,-0.1449366613223838,0.1449366613223838
1.69,0.5541191273892676,-0.14520567456243227,0.14520567456243227
1.7,0.5541461786108323,-0.14547354134053292,0.14547354134053292
1.71,0.5527180416953843,-0.14574094187184838,0.14574094187184838
1.72,0.5522913050413822,-0.14600647994885751,0.14600647994885751
1.73,0.5517141744709222,-0.1462711272196196,0.14627112721961955
1.74,0.550946442905615,-0.14653474521422516,0.14653474521422516
1.75,0.5504748034742748,-0.14679715861932363,0.14679715861932363
1.76,0.5507068003580128,-0.14705865588523898,0.14705865588523903
1.77,0.5502317899187389,-0.14731990886103286,0.14731990886103286
1.78,0.5500304803375909,-0.14758025006018594,0.14758025006018594
1.79,0.5481399561592889,-0.14783994284717678,0.14783994284717672
1.8,0.547229480239289,-0.14809740280753925,0.14809740280753925
1.81,0.5459319220364862,-0.14835356359608665,0.14835356359608665
1.82,0.5456518356980663,-0.14860807261806386,0.14860807261806386
1.83,0.5450424531161497,-0.14886188609521733,0.14886188609521733
1.84,0.5442404752664151,-0.1491147023936228,0.1491147023936228
1.85,0.5434015093279941,-0.1493663492207815,0.1493663492207815
1.86,0.5426982200968609,-0.1496167994999874,0.1496167994999874
1.87,0.5419280895015535,-0.14986618499656768,0.14986618499656768
1.8800000000000001,0.5405132658846332,-0.1501144506575972,0.1501144506575972
1.8900000000000001,0.5396562835549809,-0.15036101498782772,0.15036101498782772
1.9000000000000001,0.5390680176854543,-0.15060639633943784,0.15060639633943784
1.9100000000000001,0.5376307921860195,-0.1508508451693138,0.1508508451693138
1.92,0.5364324683310799,-0.15109359994107074,0.15109359994107074
1.93,0.5365242275877314,-0.15133488696493091,0.15133488696493091
1.94,0.5359224945603954,-0.15157587225142444,0.15157587225142444
1.95,0.5347701973064127,-0.15181593604953364,0.1518159360495337
1.96,0.5341803594458385,-0.15205459205226146,0.15205459205226146
1.97,0.5329141970101701,-0.15229234912304562,0.15229234912304568
1.98,0.5315842291074035,-0.1525286124429922,0.1525286124429922
1.99,0.5305103441302501,-0.15276333529691466,0.15276333529691466
2.0,0.5295142835510066,-0.15299675282669734,0.15299675282669734
2.0100000000000002,0.5286733539473549,-0.15322894110037466,0.15322894110037466
2.02,0.5281175116802758,-0.15346004284157033,0.15346004284157033
2.0300000000000002,0.5268756911597687,-0.15369031247279874,0.15369031247279874
2.04,0.5254853248694925,-0.15391915839149045,0.1539191583914904
2.05,0.5247588837539147,-0.15414646104297425,0.15414646104297425
2.06,0.5243301615806846,-0.15437280237329365,0.15437280237329365
2.07,0.5238483283767018,-0.1545984434525728,0.1545984434525728
2.08,0.5227735655487429,-0.15482334207107362,0.15482334207107362
2.09,0.5214553029515302,-0.15504699458536558,0.15504699458536553
2.1,0.5206915693447659,-0.15526920084320606,0.15526920084320606
2.11,0.5205846507553102,-0.15549044052803318,0.15549044052803318
2.12,0.5199300089335556,-0.1557112752129749,0.1557112752129749
2.13,0.5193516689903748,-0.15593124326777175,0.15593124326777175
2.14,0.5187957187848729,-0.15615041340081637,0.15615041340081637
2.15,0.5182644386766492,-0.1563688083467265,0.1563688083467265
2.16,0.5173427346014926,-0.15658645255499976,0.1565864525549997
2.17,0.5165136709789745,-0.15680302283206266,0.1568030228320626
2.18,0.5160951111830276,-0.15701860226509468,0.15701860226509468
2.19,0.5155253622110584,-0.15723353758960967,0.15723353758960967
2.2,0.5142559401656447,-0.15744770617339487,0.15744770617339487
2.21,0.513717459894519,-0.1576605325378579,0.15766053253785783
2.22,0.5130562469938112,-0.15787262742385044,0.15787262742385044
2.23,0.5126252671567454,-0.15808389321874095,0.15808389321874095
2.24,0.5117132960269662,-0.1582945229726906,0.15829452297269053
2.25,0.5116778246156892,-0.1585041255573163,0.1585041255573163
2.2600000000000002,0.5108685382352187,-0.15871342233328134,0.15871342233328134
2.27,0.5104787754928829,-0.15892178323764905,0.15892178323764905
2.2800000000000002,0.5094019206129702,-0.15912955412971086,0.15912955412971086
2.29,0.5079401334891718,-0.15933618014292472,0.15933618014292472
2.3000000000000003,0.5064908666488,-0.1595413566734134,0.1595413566734134
2.31,0.5051361388971247,-0.15974510276493298,0.15974510276493303
2.32,0.504267836725596,-0.15994750291958104,0.15994750291958104
2.33,0.503521523273623,-0.1601489533604793,0.1601489533604793
2.34,0.502452831222385,-0.16034955598731143,0.16034955598731138
2.35,0.5012765909916844,-0.1605490589289531,0.1605490589289531
2.36,0.5000820216974106,-0.1607473830246589,0.16074738302465896
2.37,0.49869605685106755,-0.1609445203698462,0.1609445203698462
2.38,0.4973269679622327,-0.16114032733002387,0.16114032733002387
2.39,0.4958814426410463,-0.16133482496013007,0.16133482496013007
2.4,0.4953364371613452,-0.16152796142249864,0.16152796142249864
2.41,0.4949576946785353,-0.16172044368377686,0.16172044368377686
2.42,0.4941479036463116,-0.16191240340802943,0.16191240340802943
2.43,0.49362799316992806,-0.16210350932157108,0.16210350932157108
2.44,0.49357743579005176,-0.16229398898487324,0.16229398898487324
2.45,0.4932780431870651,-0.16248420640243572,0.16248420640243572
2.46,0.49330736908013356,-0.16267397110723902,0.16267397110723908
2.47,0.49242909482995684,-0.16286353722754038,0.16286353722754038
2.48,0.49162348754123064,-0.1630522097328989,0.1630522097328989
2.49,0.490490653390183,-0.16324004841301776,0.1632400484130178
2.5,0.48999137345087274,-0.16342680801925696,0.1634268080192569
2.5100000000000002,0.48981916494804634,-0.1636129750760995,0.1636129750760995
2.52,0.4889009429048204,-0.16379879993155455,0.1637987999315546
2.5300000000000002,0.48777171726358987,-0.16398371934689998,0.16398371934689998
2.54,0.4872221409376273,-0.16416757866872345,0.16416757866872345
2.5500000000000003,0.4855676629315689,-0.16435081892335002,0.16435081892334996
2.56,0.4848415280220397,-0.16453261481555742,0.16453261481555748
2.57,0.48428403521567953,-0.16471366763545325,0.16471366763545325
2.58,0.4834327067139001,-0.1648941062191704,0.1648941062191704
2.59,0.48258574401365895,-0.16507371477489197,0.16507371477489197
2.6,0.48230310078123473,-0.16525250035426797,0.16525250035426797
2.61,0.48195530629447,-0.1654308836919272,0.1654308836919272
2.62,0.48059694102131395,-0.16560881812585498,0.16560881812585498
2.63,0.4801546029754973,-0.16578556161181524,0.16578556161181524
2.64,0.480086274818873,-0.16596179219423657,0.16596179219423657
2.65,0.47887750106019544,-0.16613778576680538,0.16613778576680538
2.66,0.47764856603719036,-0.16631270937742476,0.16631270937742476
2.67,0.47682233984920697,-0.1664865539557973,0.16648655395579726
2.68,0.4757665847824281,-0.16665961722906758,0.16665961722906758
2.69,0.4757359360753057,-0.1668317366374385,0.1668317366374385
2.7,0.4763019709303893,-0.16700365651329185,0.16700365651329185
2.71,0.475932735311993,-0.16717580830570156,0.16717580830570156
2.72,0.47548219407293985,-0.16734751661043828,0.16734751661043828
2.73,0.4752106592843542,-0.1675187244707806,0.1675187244707806
2.74,0.4749056713462152,-0.16768956234215404,0.16768956234215404
2.75,0.4745965654574579,-0.16786000746407126,0.16786000746407126
2.7600000000000002,0.4752567347667556,-0.16803005822260364,0.1680300582226037
2.77,0.47508506374728865,-0.16820040975533795,0.1682004097553379
2.7800000000000002,0.4742110942493524,-0.16837046607328582,0.16837046607328582
2.79,0.4741659505251279,-0.16853972665182199,0.16853972665182204
2.8000000000000003,0.4735178850096885,-0.16870878523991567,0.16870878523991573
2.81,0.47316344090268203,-0.16887721347547613,0.16887721347547613
2.82,0.47360870199808836,-0.16904522222007312,0.16904522222007312
2.83,0.47297580049414834,-0.16921338003201203,0.16921338003201203
2.84,0.47251392145189625,-0.1693809224375427,0.1693809224375427
2.85,0.4722199898773733,-0.1695479727036483,0.16954797270364824
2.86,0.47146953552033893,-0.16971465108312422,0.16971465108312417
2.87,0.47200743672594125,-0.16988063735316716,0.16988063735316716
2.88,0.47205265147285724,-0.17004684000999387,0.17004684000999382
2.89,0.4720705969603491,-0.17021291217681433,0.1702129121768144
2.9,0.4722741448107974,-0.1703788350778837,0.1703788350778837
2.91,0.47196207374783283,-0.17054473946023374,0.17054473946023374
2.92,0.4722155743671214,-0.17071026374685,0.17071026374685
2.93,0.4719188628472029,-0.17087580529545449,0.17087580529545449
2.94,0.4712445985260151,-0.17104097895988257,0.17104097895988257
2.95,0.47166843999692487,-0.1712055222982356,0.1712055222982356
2.96,0.4704040630240073,-0.17137020333800163,0.17137020333800168
2.97,0.4697537357376275,-0.17153384582295023,0.17153384582295023
2.98,0.46924864111361386,-0.17169688083356238,0.17169688083356238
2.99,0.4685353080456156,-0.17185941126611093,0.17185941126611093
3.0,0.46731381362995034,-0.1720212950656303,0.1720212950656303
3.0100000000000002,0.46706128263340174,-0.17218218487296266,0.17218218487296266
3.02,0.46728501994541,-0.17234275088672918,0.17234275088672918
3.0300000000000002,0.46627466116768074,-0.17250332110025707,0.17250332110025707
3.04,0.46535799860705385,-0.17266304933989163,0.17266304933989163
3.0500000000000003,0.4646411776872396,-0.17282200341053594,0.17282200341053594
3.06,0.46386677109950875,-0.1729803227726146,0.1729803227726146
3.0700000000000003,0.46318645060035124,-0.17313797079356424,0.1731379707935642
3.08,0.46243922815615374,-0.17329501394744168,0.17329501394744168
3.09,0.46119983747695786,-0.17345140931897235,0.17345140931897235
3.1,0.4606515168772995,-0.17360682773754327,0.17360682773754327
3.11,0.4600623616303991,-0.17376173830545588,0.17376173830545588
3.12,0.4589674688490038,-0.17391611542440405,0.17391611542440405
3.13,0.45774876820235355,-0.17406962268239,0.17406962268239
3.14,0.45707698668250213,-0.17422218162299186,0.1742221816229919
3.15,0.4562788144716582,-0.17437416022197616,0.17437416022197616
3.16,0.45547600014566414,-0.17452547684555098,0.17452547684555098
3.17,0.45475638599185936,-0.174676131069382,0.174676131069382
3.18,0.45488593852581716,-0.17482618041690856,0.17482618041690856
3.19,0.45452756468425126,-0.17497618648623414,0.17497618648623414
3.2,0.45320724713032623,-0.17512582810341315,0.17512582810341315
3.21,0.4525504071707961,-0.175274474973645,0.175274474973645
3.22,0.45206198935110947,-0.1754225658725853,0.17542256587258526
3.23,0.4511803473265304,-0.17557021277946006,0.17557021277946
3.24,0.45068230955843414,-0.17571716100930856,0.17571716100930856
3.25,0.4497261215716906,-0.17586366261815628,0.17586366261815628
3.2600000000000002,0.44914947794334453,-0.17600942207108994,0.17600942207108988
3.27,0.4487532447029617,-0.1761546878294259,0.17615468782942595
3.2800000000000002,0.44699464838732783,-0.1762995780197758,0.1762995780197758
3.29,0.44632153319029433,-0.17644321724234624,0.17644321724234624
3.3000000000000003,0.44527589399509104,-0.17658630787466795,0.176586307874668
3.31,0.44486065643702716,-0.17672861378564492,0.17672861378564492
3.3200000000000003,0.44428470205183684,-0.17687054023247079,0.17687054023247079
3.33,0.4435012942912862,-0.17701198606327795,0.1770119860632779
3.34,0.4430493366604712,-0.17715282117093178,0.17715282117093178
3.35,0.4420382931116638,-0.17729325785148803,0.17729325785148803
3.36,0.4419782555375033,-0.17743294391175107,0.17743294391175107
3.37,0.44300771709615805,-0.17757248219212063,0.17757248219212063
3.38,0.44286328279795306,-0.17771256092648152,0.17771256092648158
3.39,0.44254710361790556,-0.1778524381158776,0.17785243811587753
3.4,0.4426637501206099,-0.1779920059589466,0.1779920059589466
3.41,0.4420563920134037,-0.17813153794699194,0.17813153794699194
3.42,0.44209116462647075,-0.17827057854462341,0.17827057854462341
3.43,0.44176479017900366,-0.17840953263267761,0.17840953263267761
3.44,0.44209023818939713,-0.1785481737294588,0.1785481737294588
3.45,0.44152398121832126,-0.17868691136727965,0.17868691136727965
3.46,0.44106997147525634,-0.1788251866013711,0.1788251866013711
3.47,0.4403954060669692,-0.17896307110199405,0.1789630711019941
3.48,0.4401270673806899,-0.1791004285011224,0.17910042850112234
3.49,0.4397618370464219,-0.1792375134933616,0.1792375134933616
3.5,0.43919779039046436,-0.1793742665604694,0.1793742665604694
3.5100000000000002,0.4384021451091179,-0.17951056526888276,0.17951056526888276
3.52,0.437598828326887,-0.17964626774070336,0.17964626774070336
3.5300000000000002,0.43652566658177466,-0.17978137148377937,0.17978137148377932
3.54,0.4357513736351302,-0.17991571267715073,0.17991571267715073
3.5500000000000003,0.4353645061171613,-0.1800494780100586,0.1800494780100586
3.56,0.43480611401453645,-0.18018290688879485,0.18018290688879485
3.5700000000000003,0.43481654418793775,-0.1803158953648017,0.1803158953648017
3.58,0.434875002371951,-0.18044879220331683,0.1804487922033169
3.59,0.434344700287473,-0.18058162693519214,0.18058162693519214
3.6,0.43402889099004455,-0.18071404061368318,0.18071404061368318
3.61,0.4330750781571938,-0.18084616506728224,0.18084616506728224
3.62,0.43247087412490987,-0.18097761362666487,0.1809776136266648
3.63,0.43205603047902397,-0.18110860065476186,0.18110860065476186
3.64,0.4317834213644222,-0.18123924211112025,0.18123924211112025
3.65,0.43208340416371904,-0.18136962483731633,0.18136962483731633
3.66,0.432550979516215,-0.18150009493669583,0.18150009493669583
3.67,0.43268392483544854,-0.18163075353837466,0.1816307535383746
3.68,0.4324805053679556,-0.1817613984585787,0.1817613984585787
3.69,0.43218829006507864,-0.18189182686217836,0.1818918268621783
3.7,0.4320480382277087,-0.18202198580193135,0.18202198580193135
3.71,0.4314599349638722,-0.18215196736203806,0.18215196736203804
3.72,0.4313652353299557,-0.18228150299198018,0.18228150299198015
3.73,0.4306410815179159,-0.18241088983882622,0.18241088983882625
3.74,0.4310317204019206,-0.18253975138402695,0.1825397513840269
3.75,0.43023113585445033,-0.18266875566699103,0.1826687556669911
3.7600000000000002,0.4305395984683717,-0.18279719064298355,0.18279719064298355
3.77,0.431042617036843,-0.18292571948264227,0.18292571948264225
3.7800000000000002,0.431082938559081,-0.1830544582684262,0.18305445826842626
3.79,0.4313539988427629,-0.18318313063950128,0.18318313063950126
3.8000000000000003,0.4309840334702882,-0.18331187438737465,0.18331187438737467
3.81,0.4305420855317141,-0.18344030726325,0.18344030726325006
3.8200000000000003,0.4298936608073908,-0.1835683872925375,0.18356838729253744
3.83,0.4294400795457822,-0.18369599291882308,0.1836959929188231
3.84,0.4283281395643706,-0.18382324111283513,0.18382324111283516
3.85,0.4275209029611376,-0.18394974385504725,0.1839497438550472
3.86,0.4277160956097786,-0.1840756837805967,0.18407568378059674
3.87,0.42703183315802196,-0.1842016525088785,0.18420165250887843
3.88,0.42620004499525177,-0.18432713283438154,0.1843271328343815
3.89,0.4271912988363237,-0.18445203994073592,0.1844520399407359
3.9,0.42760278618953773,-0.18457744362094372,0.18457744362094375
3.91,0.4272492327187636,-0.18470300361612005,0.18470300361612002
3.92,0.42683308058374797,-0.18482827097869067,0.18482827097869065
3.93,0.42671503492870294,-0.18495320983765884,0.18495320983765878
3.94,0.42670665461993174,-0.1850779953282673,0.1850779953282673
3.95,0.4267381885761026,-0.18520269184482901,0.18520269184482907
3.96,0.4262302208635061,-0.18532732287243184,0.18532732287243187
3.97,0.42563163302007667,-0.18545157390916042,0.18545157390916045
3.98,0.4260309272135838,-0.18557539335870196,0.185575393358702
3.99,0.4258830808869692,-0.1856993624404532,0.1856993624404532
4.0,0.42559563643955634,-0.1858231628766886,0.18582316287668865
4.01,0.4263456719633358,-0.1859467139965865,0.18594671399658652
4.0200000000000005,0.42712028093412446,-0.1860706185006193,0.18607061850061923
4.03,0.4270596074914036,-0.18619489074375753,0.1861948907437575
4.04,0.42715511563535163,-0.1863190448305303,0.18631904483053036
4.05,0.42704320076685287,-0.18644317172474012,0.18644317172474012
4.0600000000000005,0.42724813763274944,-0.18656715106562496,0.186567151065625
4.07,0.4267888614911525,-0.18669116697799676,0.18669116697799676
4.08,0.4263762274449523,-0.18681483434648166,0.18681483434648172
4.09,0.4262566305350678,-0.18693818112484134,0.18693818112484129
4.1,0.4260210124757262,-0.18706137745085766,0.1870613774508576
4.11,0.42632474331277675,-0.18718435667036334,0.18718435667036332
4.12,0.4262836872609112,-0.18730743039147119,0.18730743039147119
4.13,0.42601104606659984,-0.18743039961776956,0.18743039961776958
4.14,0.4261716243965237,-0.18755313112763472,0.18755313112763472
4.15,0.42602374271310317,-0.1876758748268353,0.18767587482683534
4.16,0.4258132886511198,-0.18779845321572378,0.18779845321572375
4.17,0.4252580302322838,-0.18792083069014157,0.18792083069014154
4.18,0.42511030550997325,-0.18804280988176542,0.18804280988176542
4.19,0.42424865687000846,-0.18816462535107806,0.18816462535107803
4.2,0.42452654085572594,-0.18828586917660142,0.1882858691766014
4.21,0.42396928995197797,-0.18840719370792958,0.18840719370792952
4.22,0.42329053169184583,-0.18852812216758486,0.18852812216758486
4.23,0.4226352588696909,-0.18864858658718156,0.18864858658718153
4.24,0.42205931381455614,-0.1887686018076759,0.1887686018076759
4.25,0.4213807107408923,-0.18888821420657614,0.18888821420657614
4.26,0.4213067195729968,-0.18900736694825457,0.1890073669482546
4.2700000000000005,0.4209578768634021,-0.18912640282038726,0.18912640282038723
