@name	N	N_err	Nu	Nu_err	comment	d	d_err	eta1	eta1_err	offs	offs_err	rhor	rhor_err	scal	scal_err	sigC	sigC_err	zH	zH_err
../01-rawdata/saxs/JWL225A_150MPa_up_20C_6_data_000001_00001.dat	15.305355714330938	0.24041752424267732	11.85526009226296	0.6428649683568404	['']	64.30880006318654	0.01802461366653484	0.1095292826920571	0.00442750477591309	0.016011775147601763	0.0010380735225465898	-18.02444009880865	388.22889004465185	4.582113710588965e-08	4.898084532074054e-09	0.38015807070637536	8.185364830368101	19.347806111369735	0.34822546737520127
