@name	N	N_err	Nu	Nu_err	comment	d	d_err	eta1	eta1_err	offs	offs_err	rhor	rhor_err	scal	scal_err	sigC	sigC_err	zH	zH_err
../01-rawdata/saxs/JWL225A_050MPa_up_20C_7_data_000001_00001.dat	21.88504712127071	0.19662135228187483	1.3996409268998822	0.23976145329238743	['']	63.436562243906714	0.00823334628764836	0.08885940376711539	0.00212604149905391	0.017415497259989615	0.00044646565744875126	-350.93278131960824	926585.4048590823	5.747279706510243e-08	3.65005757408538e-09	0.020353882758151136	53.74151923390951	19.16294568712133	0.17526212243644027
