@name	N	N_err	Nu	Nu_err	comment	d	d_err	eta1	eta1_err	offs	offs_err	rhor	rhor_err	scal	scal_err	sigC	sigC_err	zH	zH_err
../01-rawdata/saxs/JWL225A_000MPa_up_20C_37_data_000001_00001.dat	23.000001081631257	0.19351722489013604	0.6553152914485153	0.222329417320436	['']	63.34192678564566	0.00714922956982253	0.08608342232649618	0.0018873537872762557	0.018820294165952572	0.0003967796893700127	-20.064824861443334	188.4934101816628	6.277098722290165e-08	3.978631733782335e-09	0.33624302453335864	3.162879228754028	19.276113248958673	0.16690825869075615
