@name	N	N_err	Nu	Nu_err	comment	d	d_err	eta1	eta1_err	offs	offs_err	rhor	rhor_err	scal	scal_err	sigC	sigC_err	zH	zH_err
../01-rawdata/saxs/JWL225A_100MPa_up_20C_2_data_000001_00001.dat	18.453684233721543	0.23094937071606222	4.284993484378205	0.34526742568214774	['']	63.87961821525474	0.012434958696742925	0.10200687908925456	0.0031520687712336577	0.016539252076264027	0.000692346481848661	-246.51759098664826	543695.2070739995	5.5695819296045833e-08	4.321156379833851e-09	0.02862752607731445	63.137948435566855	19.1947395768846	0.22742222861609426
